time;open;high;low;close;volume
Oct 18 2011;290.38;296.57;288.98;295.54;3,802,493
Oct 19 2011;293.95;296.32;289.89;290.63;2,931,804
Oct 20 2011;291.23;294.73;290.04;292.12;3,379,069
Oct 21 2011;295.04;296.66;293.63;295.53;3,394,233
Oct 24 2011;293.64;300.28;293.53;298.50;3,427,548
Oct 25 2011;296.84;297.79;291.71;291.86;2,540,445
Oct 26 2011;295.06;295.38;286.71;293.44;2,873,690
Oct 27 2011;299.50;301.64;296.94;299.63;3,780,722
Oct 28 2011;297.55;301.44;297.41;300.36;2,508,147
Oct 31 2011;297.83;300.14;296.12;296.61;2,557,738
Nov 01 2011;290.33;293.04;288.65;289.61;3,125,199
Nov 02 2011;292.73;294.26;290.52;292.69;2,121,899
Nov 03 2011;293.78;299.04;292.14;299.04;2,669,745
Nov 04 2011;297.04;300.16;296.50;298.36;2,835,379
Nov 07 2011;296.95;304.69;296.40;304.46;3,358,867
Nov 08 2011;304.80;307.48;302.09;306.47;3,029,383
Nov 09 2011;302.42;304.99;299.62;300.77;3,711,062
Nov 10 2011;303.26;303.27;296.07;297.83;2,868,599
Nov 11 2011;300.94;306.34;299.59;304.47;3,977,320
Nov 14 2011;304.29;309.34;304.18;306.80;3,188,932
Nov 15 2011;306.70;309.34;305.55;308.58;2,675,961
Nov 16 2011;306.34;309.45;305.60;306.03;2,610,280
Nov 17 2011;305.32;306.44;298.68;300.73;3,493,472
Nov 18 2011;301.29;302.54;297.16;297.73;3,287,618
Nov 21 2011;294.16;294.54;286.32;290.75;3,001,666
Nov 22 2011;290.28;292.77;287.90;290.28;2,405,579
Nov 23 2011;287.95;290.41;285.33;285.33;2,325,986
Nov 25 2011;282.87;287.41;280.94;281.77;1,562,341
Nov 28 2011;289.97;294.70;288.53;294.38;2,828,967
Nov 29 2011;294.22;295.47;290.95;291.75;1,832,619
Nov 30 2011;299.26;300.05;296.33;299.99;3,397,279
Dec 01 2011;300.29;308.30;299.79;307.18;3,621,293
Dec 02 2011;308.82;312.30;308.43;310.48;4,085,965
Dec 05 2011;314.12;316.26;311.50;313.13;3,198,026
Dec 06 2011;311.80;314.61;310.42;312.19;2,326,518
Dec 07 2011;311.14;313.13;309.35;312.00;2,257,980
Dec 08 2011;310.82;314.03;307.95;308.32;2,414,400
Dec 09 2011;309.30;314.87;308.80;314.01;2,768,503
Dec 12 2011;311.24;313.39;310.45;313.00;2,185,234
Dec 13 2011;314.68;318.59;311.73;313.12;4,028,638
Dec 14 2011;311.23;312.46;306.54;309.33;3,904,882
Dec 15 2011;311.56;312.30;309.64;310.07;2,409,785
Dec 16 2011;312.46;314.96;311.04;313.28;4,459,782
Dec 19 2011;314.31;314.55;310.30;311.22;2,144,189
Dec 20 2011;314.30;316.23;314.30;315.49;2,388,184
Dec 21 2011;315.31;316.22;309.78;313.21;2,498,154
Dec 22 2011;314.28;316.17;313.81;315.16;1,824,156
